rank,lemma,PoS,DISPERSION,TOT FREQ,SPOKEN,FICTION,POP MAG,NEWSPAPER,ACADEMIC,MAG:News/Opin,MAG:Financial,MAG:Sci/Tech,MAG:Soc/Arts,MAG:Religion,MAG:Sports,MAG:Entertain,MAG:Home/Health,MAG:Afric-Amer,MAG:Children,MAG:Women/Men,NEWS:Misc,NEWS:News_Intl,NEWS:News_Natl,NEWS:News_Local,NEWS:Money,NEWS:Life,NEWS:Sports,NEWS:Editorial,ACAD:History,ACAD:Education,ACAD:Geog/SocSci,ACAD:Law/PolSci,ACAD:Humanities,ACAD:Phil/Rel,ACAD:Sci/Tech,ACAD:Medicine,ACAD:Misc,SPOK:ABC,SPOK:NBC,SPOK:CBS,SPOK:CNN,SPOK:FOX,SPOK:MSNBC,SPOK:PBS,SPOK:NPR,SPOK:Indep,FIC:Gen (Book),FIC:Gen (Jrnl),FIC:SciFi/Fant,FIC:Juvenile,FIC:Movies
55481,razor-edged,j,0.75,22,0,12,7,2,0,1,0,2,0,0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,7,0,0
55491,snug,n,0.75,22,1,5,13,3,0,0,0,1,1,0,9,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,1
55501,ashen-faced,j,0.75,22,0,14,2,6,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,4
55511,non-operational,j,0.75,22,3,2,3,4,10,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,1,0,0,2,5,1,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0
55521,super-skinny,j,0.66,25,9,1,14,1,0,1,1,0,0,0,1,1,2,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0
55531,late-1800s,m,0.72,23,0,1,16,5,1,0,1,0,0,0,1,0,14,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55541,five-speed,n,0.72,23,0,1,9,13,0,0,0,5,0,0,2,0,2,0,0,0,1,0,4,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55551,no-wake,j,0.63,26,0,3,21,2,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
55561,frontside,n,0.68,24,0,1,18,5,0,0,0,8,0,0,10,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55571,sorry-ass,j,0.78,21,1,14,5,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,4,1,0,2
55581,mull,n,0.78,21,2,7,3,7,2,0,1,0,1,0,0,1,0,0,0,0,1,0,3,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,4,0,2
55591,refinished,j,0.78,21,0,5,8,7,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0
55601,old-timer,j,0.78,21,1,6,7,5,2,1,0,0,0,0,1,1,4,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,1
55611,superintendency,n,0.75,22,1,1,5,3,12,3,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,4,4,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
55621,rampantly,r,0.74,22,0,3,6,5,8,2,0,0,0,0,1,0,3,0,0,0,2,0,0,1,0,1,0,1,1,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
55631,congruous,j,0.74,22,0,2,1,2,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,4,5,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
55641,sonorously,r,0.74,22,0,12,3,2,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,6,2,1,1
55651,cataloging,j,0.74,22,2,3,4,0,13,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,1,0,5,0,0,0,0,0,0,0,2,0,1,2,0,0,0
55661,elbow-length,j,0.74,22,1,13,5,3,0,0,0,1,0,1,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8,2,0,1
55671,rearranging,n,0.78,21,3,11,4,0,3,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,2,4,2,0,3
55681,broodmare,n,0.71,23,0,12,3,6,2,1,0,0,0,0,1,0,1,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,7,1,0,0
55691,zipped,j,0.71,23,0,4,11,8,0,0,0,9,0,0,2,0,0,0,0,0,1,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
55701,campus-based,j,0.48,34,1,0,1,3,29,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,21,4,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55711,mmm-hm,u,0.39,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0
55721,matricide,n,0.56,29,1,5,2,3,18,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0
55731,unintimidated,j,0.77,21,4,9,4,3,1,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,4,2,2,0,1
55741,spectacled,j,0.77,21,0,8,10,1,1,5,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1
55751,overfished,j,0.77,21,1,1,7,5,7,2,0,2,0,0,3,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
55761,machine-gunner,n,0.77,21,1,3,10,6,1,2,0,0,6,2,0,0,0,0,0,0,0,2,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
55771,thousand-pound,j,0.77,21,5,10,3,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,3,5,2,0,0
55781,buddha,n,0.54,30,0,20,3,4,3,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,1
55791,lidless,j,0.74,22,1,19,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,11,4,0,2
55801,welfare-state,j,0.74,22,0,0,13,5,4,9,1,0,2,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55811,foreign-policy,n,0.74,22,1,0,13,4,3,12,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55821,blued,j,0.74,22,0,12,10,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,0,0
55831,fish-out-of-water,j,0.70,23,0,1,10,11,1,2,0,0,0,0,4,3,0,0,0,1,8,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
55841,polyamide,n,0.70,23,0,1,7,1,14,0,0,1,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55851,mynah,n,0.67,24,1,14,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,5,2,0,5
55861,thrombophlebitis,n,0.60,27,0,2,5,0,20,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
55871,pre-exercise,j,0.50,32,0,0,2,0,30,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55881,gender-free,j,0.52,31,3,19,3,0,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,1,1,1,0,0,0,0,0,0,0,19,0,0,0
55891,sports-medicine,j,0.67,24,0,2,21,0,1,0,0,0,0,0,2,0,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
55901,cross-linked,j,0.70,23,2,0,13,0,8,1,1,6,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
55911,grimacing,j,0.73,22,0,13,2,4,3,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,0,2
55921,eery,j,0.73,22,7,7,1,5,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,4,0,0,1,1,0,0,5
55931,cheapening,n,0.73,22,4,1,5,10,2,1,0,0,0,3,0,0,0,1,0,0,2,0,5,0,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1
55941,three-color,j,0.76,21,0,2,11,3,5,1,0,5,1,0,2,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
55951,pop-eyed,j,0.76,21,1,11,7,1,1,1,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,3,0,2
55961,reverence,v,0.76,21,0,6,6,1,8,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0
55971,pleb,n,0.76,21,2,6,6,2,5,2,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,1,0,0
55981,rose-scented,j,0.76,21,2,12,7,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,4,2,1,0
55991,basing,j,0.76,21,4,1,3,4,9,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,6,0,2,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0
56001,mess-up,n,0.80,20,9,2,4,4,1,1,1,0,1,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,0,1,2,1,1,1,0,0,0
56011,vintage-style,j,0.64,25,0,0,22,3,0,0,0,0,0,0,0,1,17,1,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56021,organisational,j,0.66,24,0,0,3,6,15,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56031,single-edge,j,0.69,23,0,4,11,8,0,0,0,0,6,0,1,1,2,1,0,0,1,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
56041,one-ounce,j,0.69,23,3,1,14,5,0,0,2,2,1,0,6,0,2,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0
56051,sika,n,0.72,22,0,1,4,5,12,0,0,1,0,0,3,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56061,slit-eyed,j,0.72,22,0,16,3,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0
56071,epiphenomenal,j,0.72,22,0,1,1,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56081,lobule,n,0.63,25,0,1,5,0,19,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56091,ex-general,n,0.75,21,6,0,4,11,0,3,0,0,0,0,0,1,0,0,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0
56101,anti-gravity,j,0.75,21,6,8,3,4,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,4
56111,emolument,n,0.75,21,1,2,3,0,15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,3,3,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
56121,ablate,v,0.75,21,2,1,6,0,12,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
56131,measureless,j,0.75,21,0,10,3,2,6,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,4,0,0
56141,mountain-climbing,j,0.75,21,0,5,9,5,2,1,0,0,0,0,2,1,2,1,1,1,1,0,0,1,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0
56151,white-only,j,0.75,21,1,2,8,5,5,1,0,0,1,0,0,0,0,5,0,1,3,0,0,0,0,0,2,0,1,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
56161,three-line,j,0.66,24,1,5,2,7,9,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,0,2,1,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,0
56171,diazepam,n,0.68,23,2,6,8,0,7,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0
56181,monastic,n,0.68,23,0,0,9,3,11,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56191,unloading,j,0.79,20,5,6,5,2,2,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,2,0,1,5,0,0,0
56201,forty-some,m,0.79,20,3,9,5,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,2,4,3,0,0
56211,recopy,v,0.79,20,3,4,7,0,6,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0
56221,patient-focused,j,0.38,41,0,0,2,0,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56231,vanload,n,0.71,22,1,4,8,7,2,1,0,0,0,0,5,1,1,0,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1
56241,digerati,n,0.71,22,0,1,14,5,2,2,5,5,0,1,0,1,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56251,clean-room,j,0.71,22,0,1,11,4,6,2,1,8,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56261,high-throughput,j,0.65,24,1,0,8,0,15,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56271,homiletics,n,0.71,22,1,0,12,1,8,1,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56281,undefiled,j,0.74,21,2,8,2,2,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,0,3,3,1,0,1
56291,fetlock,n,0.74,21,0,18,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,2,1
56301,probing,n,0.74,21,0,4,12,1,4,4,1,4,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
56311,steamroller,v,0.74,21,3,2,7,8,1,3,0,0,0,0,2,1,1,0,0,0,1,0,1,1,0,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
56321,garnishment,n,0.68,23,7,2,2,9,3,2,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,6,0,2,0,0,0,0
56331,manilla,n,0.68,23,0,11,2,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
56341,port-side,j,0.62,25,1,7,16,0,1,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,4,0,0
56351,nucleoside,n,0.60,26,0,0,4,3,19,3,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56361,metatextual,j,0.65,24,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56371,unspecialized,j,0.71,22,0,1,10,1,10,0,0,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56381,multi-unit,j,0.71,22,1,1,3,8,9,1,2,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,2,4,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
56391,unworn,j,0.71,22,1,8,9,2,2,0,0,0,0,2,0,0,2,0,0,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,3,0,0
56401,perchlorate,n,0.62,25,3,0,13,1,8,2,0,7,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
56411,pursuance,n,0.77,20,2,1,3,1,13,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
56421,epigrammatic,j,0.77,20,0,1,5,1,13,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56431,night-long,j,0.77,20,0,8,3,6,3,0,0,1,0,0,1,1,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,5,2,0,0
56441,in-progress,j,0.77,20,0,4,4,9,3,0,1,0,1,0,2,0,0,0,0,0,5,0,0,0,0,1,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
56451,less-known,j,0.77,20,2,0,10,5,3,0,0,0,1,1,1,0,7,0,0,0,2,0,0,1,0,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
56461,loma,n,0.67,23,1,5,2,5,10,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,4,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2
56471,hairstreak,n,0.59,26,0,9,9,8,0,1,0,6,0,0,2,0,0,0,0,0,1,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
56481,rank-order,j,0.64,24,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,10,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56491,bluestocking,n,0.73,21,0,11,3,2,5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,1,0,0
56501,red-coated,j,0.73,21,0,8,11,0,2,1,0,0,7,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,0
56511,bill-paying,j,0.73,21,1,1,8,11,0,2,2,0,0,1,0,0,2,1,0,0,1,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
56521,transposed,j,0.47,33,0,1,2,3,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,1,6,1,1,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56531,fourth-grader,j,0.70,22,3,0,1,18,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,3,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
56541,twelve-gauge,j,0.70,22,0,16,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,1,0,1
56551,bilayer,n,0.53,29,0,1,8,0,20,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56561,two-pole,j,0.67,23,0,0,11,1,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56571,self-limited,j,0.67,23,1,0,2,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
56581,foetus,n,0.55,28,0,6,1,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,5,1,0,0
56591,firebase,n,0.61,25,1,20,3,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,5,0,6
56601,partaking,n,0.76,20,0,3,5,1,10,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
56611,unfelt,j,0.76,20,0,11,4,3,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,5,0,0
56621,mumbling,n,0.76,20,1,12,1,4,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,2,1,0
56631,rainbow-hued,j,0.76,20,0,7,7,4,2,0,0,1,3,0,0,0,1,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0
56641,upper-echelon,j,0.76,20,1,2,3,12,1,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
56651,bummed,j,0.76,20,2,9,5,4,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,1,1,3
56661,vegetable,j,0.76,20,3,2,13,1,1,0,0,0,0,0,1,0,8,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0
56671,multi-axis,j,0.73,21,0,0,8,0,13,0,0,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56681,dichotomization,n,0.73,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,10,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56691,steering-wheel,j,0.73,21,0,5,12,4,0,3,0,7,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
